"TRACAAU128F92F9C48","Ohio Players","Street Party"
"TRACADD128F9312BDA","Jr. Walker & The All Stars","(I'm A) Road Runner"
"TRACAQO12903CF4C0B","Clyde McPhatter","Money Honey"
"TRACCOW128F428B861","Plantlife","Jack's Back"
"TRACDAS128F92D7304","Isaac Hayes","Joy - Part 1"
"TRACECP128F92CD1A1","Al Green","Livin' For You"
"TRACEDP128F145F7BB","Dave Hollister","Tell Me Why"
"TRACEKN128F145E8BB","Rick James","She Blew My Mind (69 Times)"
"TRACELQ128F92FC315","JOE TEX","Hold What You Got"
"TRACGSV128F14529E4","Raphael Saadiq","Save Us"
"TRACGTX128F427E1A3","The Spinners","It's A Shame"
"TRACGYB128F4263E03","Sugarman 3","Sock Monkey"
"TRACIEF128F4270573","Walter Jackson","What Would You Do"
"TRACKGP128E078330D","The Velvelettes","Should I Tell Them"
"TRACMJJ128E07846E0","Gemma Fox","Roles Reversed"
"TRACMUH128F930EDE4","The Undisputed Truth","Save My Love For A Rainy Day"
"TRACPLM128F9319799","Temprees","Out Of My Reach"
"TRACSGW128F1495A28","Parliament","P Funk (Wants To Get Funked Up)"
"TRACTIQ128F4288A7C","The Bar - Kays","Soul Finger"
"TRACTQD128F14B0F9D","Donny Hathaway","I Love You More Than You'll Ever Know (LP Version)"
"TRACUCQ128F92FFBF7","Sade","Smooth Operator"
"TRACVEO12903CD6877","Roachford","River Of Love"
"TRACWEH128F1456890","Terry Callier","Blues"
"TRACWXU128F429993E","Hot Chocolate","You Could've Been A Lady"
"TRACXLR128F4229136","Mandrill","Livin' It Up"
"TRACZRN128F146E26E","Martha Reeves & The Vandellas","I Can't Dance To That Music You're Playin'"
"TRADAVV128F4269908","Wild Cherry","Hot To Trot"
"TRADBQO12903CA4215","Luther Vandross","So Amazing"
"TRADCES128F425FBCD","Martha & The Vandellas","Mickey's Monkey"
"TRADDJT128F4259B1C","Jamiroquai","Scam"
"TRADGZI12903CAF66F","Kindred the Family Soul","We"
"TRADOLB12903CBCA11","Jimmy Ruffin","I've Passed This Way Before"
"TRADTPL128E0792656","Bilal","Love It"
"TRADUML128F92C4842","Raheem Devaughn","Friday (Shut The Club Down)"
"TRAEBCY128F42AD635","Babyface","Mad Sexy Cool"
"TRAEDEO128F931E5C6","Eric Roberson","Dealing (feat Lalah Hathaway)"
"TRAEFDB128E0783952","Rhian Benson","Say How I Feel"
"TRAEFDK128F1473B92","The Impressions","This Is My Country"
"TRAEFIU128F4255272","Jill Scott","Whenever You're Around feat. George Duke"
"TRAEGRK12903CA7822","Nneka","Death"
"TRAEILX128F4273144","Luther Vandross","She's A Super Lady"
"TRAEIOW128F92DE535","Michelle Williams","The Greatest"
"TRAEMKM128F145FCFE","Smokey Robinson & The Miracles","(Come 'Round Here) I'm The One You Need"
"TRAEQMA128F935E4F2","Donald McCollum","Waiting In Vain"
"TRAESIE128F931C7AA","Joss Stone","Incredible"
"TRAEWAN128F423BD32","Shy'm","T'es parti"
"TRAEYSI128E078F5DB","Jaguar Wright","Self Love"
"TRAFAQX128F425CA5C","Ohio Players","Skin Tight"
"TRAFDET12903CE88A4","Andreya Triana","Lost Where I Belong"
"TRAFEHS128F42ACFDC","T-Pain","Studio Luv"
"TRAFFVN128F4288E46","Mario","Nikes Fresh Out The Box"
"TRAFHHY128F9307995","Koffee Brown","Qualified"
"TRAFHQJ128F424158D","Michael Jackson","Got To Be There"
"TRAFJUG128F92C77B1","Leigh Jones","Have It Your Way"
"TRAFKRU12903CC7C42","Jamie Lidell","The Ring"
"TRAFMBS128F423B54E","Lalah Hathaway","On Your Own"
"TRAFNQO12903CBB254","Jamiroquai","Cosmic Girl"
"TRAFOOJ128F92E73A4","Ann Peebles","I Can't Stand The Rain"
"TRAFPMM128F427C0CA","The Love Unlimited Orchestra","Baby Blues"
"TRAFWZH128F92D5266","Luther Vandross","Dance With My Father"
"TRAFYBQ128F426FCC9","Freddie Jackson","Love Me Down"
"TRAFYGO128F42727E7","Beyoncé","Be With You"
"TRAGAAY128E078F327","Barry White","I Love You More Than Anything (In This World Girl)"
"TRAGDGF128EF34DD89","The Temptations","Cloud Nine"
"TRAGINP128F425A0A8","Lemar","If there's Any Justice"
"TRAGJDN128F425A7D9","Lemar","Sweet Love"
"TRAGLJW128F426465A","Raheem Devaughn","Where I Stand"
"TRAGLUU12903D024F2","Dave Hollister","I'm Wrong"
"TRAGLYA128F9328FD2","R. Kelly","Let Your Light Shine"
"TRAGNYX128F148B271","The Brothers Johnson","Right On Time"
"TRAGQIE128F92D4326","India.Arie","Long Goodbye"
"TRAGRNZ128EF34DCA9","Syreeta","Heavy Day"
"TRAGSCA128F4283569","Luther Vandross","'Til My Baby Comes Home"
"TRAGSSY128F932F2A6","Jr. Walker & The All Stars","Take Me Girl_ I'm Ready"
"TRAGSUM12903CC8A03","Solange Knowles","T.O.N.Y."
"TRAGTJM128F427260B","Harold Melvin & The Blue Notes","I'm Searching For A Love"
"TRAGVTG128F92FE9E2","Jerry Butler","He Will Break Your Heart"
"TRAGVXX128E0793915","The J.B.'s","Givin' Up Food For Funk"
"TRAGXTO12903CB56BC","The Esquires","Everybody's Laughing"
"TRAHATV128F42693C3","Cameo","Single Life"
"TRAHEYG128F1464032","Jimmy Ruffin","Gonna Give Her All The Love I've Got"
"TRAHFQG128F149892A","Terry Callier","Satin Doll"
"TRAHFSY128F4263D41","Kim Weston","Helpless"
"TRAHGGU128F42B7DC1","Con Funk Shun","Make It Last"
"TRAHGXP128F424CB57","Smiley Lewis","Dirty People"
"TRAHGZN128F147875D","Con Funk Shun","By Your Side"
"TRAHJCI128F92E09C9","Richard Berry","The Big Break"
"TRAHJTS12903CB6DF1","Sam & Dave","You Send Me"
"TRAHKTB128F424DF01","RAMP","I Just Love You"
"TRAHPQS128F4262E52","Mtume","I Simply Like"
"TRAHSFC12903CB6DEF","Sam & Dave","Wonderful World"
"TRAHTWP128F427A059","Earth_ Wind & Fire","Sing A Message To You"
"TRAHUHJ128F9345F2B","The Whitefield Brothers","Rampage"
"TRAHUUW128F42B24F8","Jackson 5","Hum Along And Dance"
"TRAHVDV12903CFEC9B","Bobby Byrd","Try It Again"
"TRAHVFE128F932BE0C","K-Ci & JoJo","One More Mountain (Free Again)"
"TRAHWNG128F932AFB7","Ayo","Down On My Knees"
"TRAHXQQ128F145F8F4","Ohio Players","Jive Turkey"
"TRAHXTI128F4263CA7","Sharon Jones & The Dap-Kings","Got To Be The Way It Is"
"TRAHZGV128F4266B50","Vivian Green","Final Hour"
"TRAIAEK128F42A570A","Ledisi","I Tried"
"TRAIATD128F9331CD6","Usher","I'll Show You Love"
"TRAIAXU128F428BCE1","India.Arie","Beautiful Flower"
"TRAIBAU128F92FD7D5","Eternal","Who Are You"
"TRAIBBL128F424F0A1","Dennis Edwards / Siedah Garrett","Don't Look Any Further"
"TRAIBIF128F4266BEA","George Clinton","Hard As Steel"
"TRAIERR128F425A7EC","Jamiroquai","World That He Wants"
"TRAIFVH12903CF1139","Con Funk Shun","Too Tight"
"TRAIHKU128F93128F5","Stephanie Mills","Last Night"
"TRAIIML128F148665C","Gladys Knight & The Pips","Take Me In Your Arms And Love Me"
"TRAIJGU128F931FA16","Jimmy Hughes","Neighbor_ Neighbor"
"TRAIKUF12903CA60D6","Conya Doss","All Because Of You"
"TRAIKYW128F931AF7E","The Contours","Whole Lotta Woman"
"TRAIMKD128F145684B","Mary J. Blige","Round And Round"
"TRAIOHL128F9309A52","Eddie Floyd","Don't Tell Your Mama"
"TRAIQNE128F423851B","Ayo","Life Is Real"
"TRAIRVQ128F935E331","Angela Johnson","Won't Say Sorry"
"TRAISYO128E07888A6","Mariah Carey","Mine Again"
"TRAISYU128F427F486","Frankie J","Gone"
"TRAIUNK128F42AF474","Fantasia","I Nominate U"
"TRAIUUR12903CC197B","Heavy","Wonderlove"
"TRAIWFO128F92D624D","Brook Benton","So Many Ways"
"TRAIXVL128F425AD8D","Sly & The Family Stone","If This Room Could Talk"
"TRAIYIK128F14A6C86","Roachford","Way To My Heart"
"TRAIZCS128F42BA0B3","Bryn Christopher","The Way You Are"
"TRAJCPR128F4263559","Babyface","Well Alright"
"TRAJKQH128F932103D","Mary Wells","Bye Bye Baby"
"TRAJLDO128C7196305","Ike & Tina Turner","Bold Soul Sister"
"TRAJLFK12903CC9D76","The Coasters","Zing Went the Strings of My Heart"
"TRAJMMW128F4272938","Sly & The Family Stone","Somebody's Watching You"
"TRAJPGG128F4261FC6","Babyface","The Day (That You Gave Me A Son)"
"TRAJQZX128F92F075C","The Friends Of Distinction","Grazing In The Grass"
"TRAJRIT128F92F4352","Usher","Trading Places"
"TRAJSRH128F425DDC7","Beyoncé","Irreplaceable (Irreemplazable)"
"TRAJVHI128F930EFAF","Beyoncé","Ring The Alarm"
"TRAJVHL128F931B3F2","Four Tops","Don't Let Him Take Your Love From Me"
"TRAJWGI128F42BC465","Regina Belle","A Whole New World (Aladdin's Theme)"
"TRAJWJM128F1468475","Craig David","Can You Feel Me"
"TRAJWZX128EF3563B5","The Tams","Laugh It Off"
"TRAJXFF128F425C2DD","Mary Jane Girls","All Night Long"
"TRAKCQN128F4270137","Harold Melvin & The Blue Notes (Featuring Teddy Pendergrass)","I Miss You"
"TRAKDDH128F427813C","Big John Greer","Bottle It Up And Go"
"TRAKDTW128F42598C5","Marvin Gaye","Distant Lover"
"TRAKEIY128F1485951","Letoya","Torn (Instrumental)"
"TRAKHUI12903CDE258","Shaolin Temple Defenders","7 Deadly Corners"
"TRAKLML128E07999DA","Ms. Dynamite","Unbreakable"
"TRAKLQC12903CE09FD","Raheem Devaughn","My Wife"
"TRAKMJH128F4266221","Lyfe Jennings","It's Real"
"TRAKNPI128EF34409B","Loose Ends","Choose Me"
"TRAKOKT128EF34FB84","The Moments","It Must Be Love"
"TRAKOTX128F92EB27E","MFSB","My One And Only Love"
"TRAKRRR128F93047EA","Joe Simon","Drowning In The Sea Of Love"
"TRAKSXJ128F9339747","The Hollywood Flames","Annie Don't Love Me No More"
"TRAKUJE128F42AE89C","Chris Brown","So Glad"
"TRAKVQI12903CB7343","Jackie Wilson","I'm Wanderin'"
"TRAKWXS128F92CF385","Jackson 5","The Love You Save"
"TRAKYER128F42486C1","J. Holiday","Fatal"
"TRAKYRW128F425979E","Frederick Knight","I've Been Lonely (For So Long)"
"TRALDQW128F428356A","Luther Vandross","If Only For One Night"
"TRALEKH128F145A3F1","The Bar-Kays","(Busted)"
"TRALFJE128F427212E","The Intruders","When We Get Married"
"TRALGCT128F92CE5D0","The Pasadenas","Give A Little Peace"
"TRALHRK128F92CE7BA","William Bell","Born Under A Bad Sign"
"TRALJFM128F145C5CE","Beverley Knight","Not Too Late For Love"
"TRALKUS128F42384AC","Keith Sweat","Caught Up"
"TRALMQV128F147F21E","Four Tops","I Can't Help Myself (Sugar Pie_ Honey Bunch)"
"TRALMVU128F424A030","Teairra Marí","Make Her Feel Good"
"TRALMWD128F423D2F2","Randy Crawford","When The Evening Comes"
"TRALOST128E078A640","Leela James","It's Alright (Album Version)"
"TRALRTY128F428BE43","Usher","I Need Love"
"TRALWGB128F93071F7","Next","Imagine That"
"TRALWQO128F428B263","Bastian","Sturdy"
"TRALWUX128F93465C1","Teena Marie","You Baby"
"TRALZLQ128F9312A3D","Amerie","Swag Back"
"TRALZUI128F92CB7E0","Bill Withers","Heart In Your Life"
"TRAMESY128F9309D01","Brenda Holloway","When I'm Gone"
"TRAMFJR128F92C1DB1","Toni Braxton","He Wasn't Man Enough"
"TRAMGAS128F1460F9E","Rick James","Mr. Policeman"
"TRAMGST128F427FBB7","Amerie","Talkin' About"
"TRAMHFR128E078D299","The Meters","Ease Back"
"TRAMHGR128F933E350","Joe Bataan","Keep The Change"
"TRAMIPG128E0786136","The Stylistics","Na Na Is The Saddest Word"
"TRAMKPP128F92F6F0C","Irma Thomas","I Gave You Everything"
"TRAMMYK128E07936F9","Georgie Fame","Papa's Got A Brand New Bag"
"TRAMNWJ128F4274372","Earth_ Wind & Fire","Fall In Love With Me"
"TRAMQCP128E078F248","702","You Don't Know"
"TRAMQLK128F1496432","Stevie Wonder","Fingertips_ Part 2"
"TRAMTKG128F932F076","Raphael Saadiq","Charlie Ray"
"TRAMUED128F426F2B5","Lauryn Hill","The Conquering Lion"
"TRAMXBR128F149CB07","Marvin Gaye / Kim Weston","Baby (Don't You Leave Me)"
"TRAMYBB128F424D86D","Erykah Badu","Think Twice"
"TRAMYBO128C7196673","Stevie Wonder","I Was Made To Love Her"
"TRAMYVX128F935325B","LaBelle","System"
"TRAMYZC128F92F946D","Bobby Womack","So Many Sides Of You"
"TRAMZPM128F4288745","Tyrese","Taking Forever"
"TRANANW128F42B8350","Lyfe Jennings","Goodbye"
"TRANBXO128F1495C7D","Christina Milian","Get Loose"
"TRANGKJ128F428FEE8","Joss Stone","Tell Me 'Bout It (Live From The Bowery Ballroom)"
"TRANHGL128F145A6A6","Cameo","Don't Be Lonely"
"TRANHYC128F93546A1","Eddie Holman","Hey There Lonely Girl"
"TRANINZ128F42589B4","Raul Midon","Sunshine (I Can Fly)"
"TRANKBS128F428527C","Betty Davis","70's Blues"
"TRANKVF128F42724A1","Junie","Rappin' About Rappin' (Uh-Uh-Uh)"
"TRANLAK128F429F8D0","Mandrill","Stay Tonite"
"TRANNBB128F932DB7B","Mica Paris","The Hardest Thing"
"TRANPGG128F92FE4C6","Jamie Lidell","You Got Me Up"
"TRANQDS12903CE3E1D","Graham Central Station","It's Alright"
"TRANRLW128F9308405","Freda Payne","Mama's Gone"
"TRANTFG128F92C323F","The Jacksons","This Place Hotel (a/k/a Heartbreak Hotel)"
"TRANWIA128F146142E","Eternal","Oh Baby I"
"TRANXMV128F148B26F","The Brothers Johnson","Runnin' For Your Lovin'"
"TRANYSU128F9331B31","Ledisi","Runnin'"
"TRAOACI128E0785F5E","Ashanti","VooDoo"
"TRAOALO128F427CB1D","Sly & The Family Stone","Everyday People"
"TRAOANQ128F4262420","Ruff Endz","The World To Me"
"TRAOAXB12903CC9F10","Gladys Knight","Every Beat of My Heart"
"TRAOBLX128F1495743","Patti LaBelle","Stay In My Corner"
"TRAOEAB128F148B37E","The Brothers Johnson","Strawberry Letter 23"
"TRAOEMM12903CC6771","Jay Sean","Ride It"
"TRAOEQJ128F429EF22","Barry White","Your Heart And Soul"
"TRAOGHG12903CA3B89","Usher","Moving Mountains"
"TRAOIII128F4263196","Incredible Bongo Band","Kiburi (Pt. 1)"
"TRAOKXN128F93128F0","Stephanie Mills","Better Than Ever"
"TRAOKYP128F1474A14","Javier","Beautiful U R"
"TRAONCU128F92E7495","Lee Dorsey","People Sure Act Funny"
"TRAOOLD128F92F9DC1","Marvin Gaye","Sexual Healing"
"TRAOQDT128F42AD003","T-Pain","Ridge Road"
"TRAOQFZ12903CFDAD2","Ray Charles","Hallelujah_ I Love Her So"
"TRAOQJF128F42A5705","Ledisi","Upside Down"
"TRAOTHC128F428AE2A","Phyllis Hyman","You Know How To Love Me"
"TRAOTNC128F92FC2A2","Sister Sledge","As"
"TRAOUTM128F4267580","Janet Jackson","Greatest X"
"TRAOWBX128F92D0A2F","Speedometer","Soul Safari"
"TRAOWKU128F42929F4","Fantasia","Ain't Gon' Beg You"
"TRAOXXM128F932FC70","Alicia Keys","Heartburn"
"TRAPBHY128F148946F","Cassie","Long Way 2 Go (Album Version)"
"TRAPBZB128F4267A5A","The Manhattans","I Kinda Miss You"
"TRAPCCF128F425F94A","Stevie Wonder","I Don't Know Why"
"TRAPEOD128F93354C8","Diana Ross & The Supremes","Someday We'll Be Together"
"TRAPFIP128F42AC31E","Alicia Keys","If I Was Your Woman"
"TRAPHAX128F42764FE","Johnny Gill","Half Crazy"
"TRAPHQS128F92CD69F","The Stylistics","Mine All Mine"
"TRAPLIM128F4261ED0","Mtume","Sweet For You And Me (Monogamy Mix)"
"TRAPLZG12903CDE363","The Broken Keys","Burnt Popcorn"
"TRAPMDB128F423B623","Sharon Jones & The Dap-Kings","Answer Me"
"TRAPMKM128F1478F91","Van Hunt","The Thrill Of This Love"
"TRAPMSG128F933E491","Al Green","One Nite Stand"
"TRAPXHQ128F9340E67","Chris Brown","I Love U"
"TRAPZEE128F4262588","B2K","Fantasy"
"TRAQAFQ128F425BCF7","Amp Fiddler","Soul Devine"
"TRAQAHF128F4288A7B","LaVern Baker","Shake A Hand"
"TRAQBLV128E078A494","Keyshia Cole","(I Just Want It) To Be Over"
"TRAQBNZ12903CB70E9","B2K","Gots Ta Be"
"TRAQDAM128F1456BA9","Lamont Dozier","Don't Want Nobody To Come Between Us"
"TRAQEPX12903CEF4E6","Angela Bofill","All She Wants (Is Love)"
"TRAQGLA128F1482E34","Little Beaver","Listen To My Heartbeat"
"TRAQIPU128F145FCA8","The Supremes","I'll Let Him Know That I Love Him"
"TRAQJQO128F930EDFA","R. Dean Taylor","Gotta See Jane"
"TRAQMAH128F92EB0D8","Mary Mary featuring Kierra 'Kiki' Sheard","God In Me"
"TRAQNVF128F426260B","Glenn Lewis","One More Day"
"TRAQVOG128F9340E58","Chris Brown","I.Y.A."
"TRAQVUG128F145EB2E","Joi","What If I Kissed You Right Now?"
"TRAQWMY128F92D20F8","Billy Ocean","Dancefloor"
"TRARCKY12903CF8E48","Lee Dorsey","Working In The Coal Mine"
"TRAREUL128F931F752","Mable John","Who Wouldn't Love A Man Like That"
"TRAREYA128F932AD75","Otis Redding","[Sittin' On] The Dock Of The Bay"
"TRARGKQ128C71969BB","The Commitments","Slip Away"
"TRARHAW128F145D159","Mica Paris","Black Angel"
"TRARHDP128F4270549","Babyface","For The Cool In You"
"TRARHKC128F148B788","The Isley Brothers","Come My Way [Remastered Single Version]"
"TRARLPT128F4277A25","Diana Ross & The Supremes","No Matter What Sign You Are"
"TRAROYO128F428C210","Gil Scott-Heron","Pieces of a Man"
"TRARRYF128F42259C0","Aaron Neville","Where Is My Baby"
"TRARWFI128F1460C5C","Donnie","Cloud 9"
"TRARWGD12903CFA7F9","Delegation","One More Step to Take"
"TRARXFL128F4270902","The Manhattans","Just One Moment Away"
"TRARZOI128F14AA168","Joss Stone","Baby Baby Baby"
"TRASBHQ128F931B0F9","Martha & The Vandellas","Quicksand"
"TRASBJU128F9324EFA","Angie Stone","Wish I Didn't Miss You"
"TRASBVS12903CF4537","Alicia Keys","If I Ain't Got You"
"TRASCCM128F92DE234","The Emotions","Peace Be Still"
"TRASCDB128F9302C7D","Anthony Hamilton","Fallin' In Love"
"TRASDYA128F425E84F","Chris Brown","Help Me"
"TRASHSF128F428BF82","Shanice","Fly Away"
"TRASHSN12903CA9E34","Alicia Keys","Wait Til You See My Smile"
"TRASHZB128E0791E81","Dave Hollister","One Woman Man"
"TRASIAG128F931B2DF","Shorty Long","Function At The Junction"
"TRASIVA128F933DB52","Boyz II Men","In My Life"
"TRASJVM128F4270B23","The Intruders","Friends No More"
"TRASMFI128F92FFB39","Big Boss Man","Black Eye (I Believed in Love)"
"TRASMHM128E07818F9","Jamelia","Life"
"TRASOJG128F4265114","Sly & The Family Stone","Babies Makin' Babies"
"TRASOWR128F92DF601","George Duke","Tryin' & Cryin'"
"TRASQXS128F4270B02","The Manhattans","I'll Never Find Another (Find Another Like You)"
"TRASRLG128F92E6F2E","Mutya Buena","B Boy Baby"
"TRASROV128F932DC5B","The Broken Keys","Razorblade"
"TRASSVL128F429A762","The Dramatics","I Made Myself Lonely"
"TRASVOH12903CCDC0B","Usher","Hey Daddy (Daddy's Home)"
"TRASVQX128F9331127","The Sweet Vandals","Papa's Got A Brand New Bag"
"TRASXSC128F9312A08","James Brown","Ain't That A Groove"
"TRATAVD128F930D4FC","Smokey Robinson & The Miracles","The Tears Of A Clown"
"TRATBSN12903CC911C","José James","MADE FOR LOVE"
"TRATDGA128F42BCB60","Shuggie Otis","Funky Thithee"
"TRATDXO128F934F464","Love Unlimited","It May Be Winter Outside (But In My Heart It's Spring)"
"TRATEAE128F4284130","Booker T & The MG's","Soul Limbo"
"TRATIIT128F92F37F8","Anthony David","GA Peach"
"TRATIVO128F148B651","Spinners","One Of A Kind (Love Affair) (LP Version)"
"TRATPRA12903C9259A","Eddie Floyd","Knock on Wood"
"TRATRDG128F427313B","Sly & The Family Stone","I Get High On You"
"TRATSJC128E078A706","Jackson 5","I Want You Back"
"TRATSLE128F4272CD9","Brian McKnight","Stay"
"TRATUBL128F9350C00","Mayer Hawthorne","A Strange Arrangement"
"TRATUBW128F92F3866","James Taylor Quartet","Cleo's Mood"
"TRATUEL128F4269AA6","Aretha Franklin","The Masquerade Is Over"
"TRATUTZ128F422F04E","Natalia Kukulska","Fantasies"
"TRATWBP128F42BCA13","TLC","Turntable"
"TRATXQS128F9335AA0","Ann Sexton","You're Losing Me"
"TRAUACD12903CEF021","Ann Nesby","Tables Turn"
"TRAUBTX128F4291820","Colonel Abrams","Make a Difference"
"TRAUDQU128F9333224","Rufus Featuring Chaka Khan","Stay"
"TRAUETR128F92E59C7","Alicia Keys","I Need You"
"TRAUGFL128F9343241","R. Kelly","Feelin' On Yo Booty"
"TRAUJUX12903D03BBA","Heatwave","Always And Forever"
"TRAULGR128F4290558","Toni Braxton","Love Shoulda Brought You Home"
"TRAULZJ128F148B2CA","Thicke","Brand New Jones"
"TRAUONG12903CF4878","Rose Royce","You're My World Girl"
"TRAUPWH12903CAF52D","Kindred the Family Soul","Aja's Mom (Interlude)"
"TRAUQCZ128F426F273","Lauryn Hill","Interlude 3"
"TRAUQNT128F4283B7F","The 5 Royales","I Ain't Getting Caught"
"TRAURQM128F423C581","Seal","Show Me (Acoustic Version)"
"TRAUUGS128F147F22C","Four Tops","I'll Turn To Stone"
"TRAUXNG128F933AA28","John Legend","Ordinary People"
"TRAUZXD128F42384A9","Keith Sweat","Don't Have Me"
"TRAVCHB128F92D3135","Aretha Franklin","Walk On By"
"TRAVEAA12903CED030","Jon Lucien","Rashida"
"TRAVETY128E0784229","Gwen McCrae","Let Your Love Do The Talkin'"
"TRAVFXJ128F145EC34","Eddie Kendricks","Girl You Need A Change Of Mind"
"TRAVGAR128F92F3BCB","Heston","Sunny Days"
"TRAVIBR128E078A453","Sam Cooke","Sad Mood"
"TRAVJPR128F4267605","Destiny's Child","Hey Ladies"
"TRAVKHN128F933B27F","Linda Jones","Fugitive From Love"
"TRAVKVC128F42335C8","The Commitments","Hard To Handle"
"TRAVLIV128F426A394","Tavares","Remember What I Told You To Forget"
"TRAVMRI128F4259E76","Sade","Paradise"
"TRAVMXQ128E0785F82","Chris Clark","If You Should Walk Away"
"TRAVNBV128F92E8489","Hil St. Soul","Mad Love"
"TRAVORG128F9302C75","Anthony Hamilton featuring David Banner","Cool"
"TRAVPOX128F1486662","The Temptations","I Wish It Would Rain"
"TRAVTFS128F426A200","Bill Withers","Let Me Be The One You Need"
"TRAVWPM128F92F3DCC","Hil St Soul","Goodbye"
"TRAVWTA128F4214952","Jr. Walker & The All Stars","Shotgun"
"TRAVXJF12903CF0973","The Clovers","Nip Sip"
"TRAWBVW128F932A39F","Little Milton","Packed Up And Took My Mind"
"TRAWDBT128F148C67E","The Love Unlimited Orchestra","Bring It On Up"
"TRAWDWZ128F9340E55","Chris Brown","Famous Girl"
"TRAWEVG128F4263365","Luther Vandross","Love Won't Let Me Wait"
"TRAWGNE128F931B3E8","Jackson 5","Who's Lovin' You"
"TRAWGVW128E078E922","Brian McKnight","Prelude"
"TRAWIPG128F92F00EF","Dru Hill","Beauty"
"TRAWLGG128F42884CA","Usher","Pianolude"
"TRAWLRI128E078F99B","The Supremes","You Can't Hurry Love"
"TRAWOMV128F423748B","Carla Thomas","Medley: Baby What You Want Me To Do / For Your Love"
"TRAWRJK12903C9C778","The Mar-Keys","Pop-Eye Stroll"
"TRAWTLK12903CF4B2D","The Chi-Lites","The Coldest Days Of My Life"
"TRAWYBD128EF349828","The Temptations","My Smile Is Just A Frown (Turned Upside Down)"
"TRAWYHQ128F42592CB","Diana Ross / Marvin Gaye","Stop Look Listen (To Your Heart)"
"TRAWYOR128F42640AB","Brownstone","Pass The Lovin'"
"TRAXBIJ128F147768B","Musiq","Love"
"TRAXBML128F92F7B22","Barry White","My Buddy"
"TRAXCCA128F42A0965","Peabo Bryson","Never Saw A Miracle"
"TRAXFKF12903CAD19D","Jessica Mauboy","Breathe"
"TRAXIDM128F42AAF9E","Omarion","O"
"TRAXIQQ128E0785ED5","Terri Walker","Ching Ching (Lovin' You Still)"
"TRAXJUT128F145D156","Mica Paris","Is It Good Enough"
"TRAXJWK128F146AFD9","Hot Chocolate","Cheri Babe"
"TRAXLJY128F147CC49","India.Arie","Interlude: Living"
"TRAXOOW128F92D0A0E","Lack Of Afro","Roderigo"
"TRAXQYX128EF3434C6","Robin Thicke","Lonely World"
"TRAXSUN128F426D36B","Galactic","Think Back"
"TRAXTQS128F428AC41","Little Milton","Walking The Back Streets And Crying"
"TRAXUBH128F931CA80","Ryan Shaw","Memphis Train"
"TRAXULE128F9320132","Fontella Bass","Rescue Me"
"TRAXZSK128F930EDE3","Marvin Gaye","God Is Love"
"TRAYHYE128F92C21F9","R. Kelly","Ringtone"
"TRAYLIR128F422B8FC","Ready For The World","Love You Down"
"TRAYMVL128E0785EEF","Ashanti","Feel So Good"
